iter	Passed	Remaining
832	2004	401
833	2006	399
834	2008	396
835	2010	394
836	2012	391
837	2013	389
838	2015	386
839	2016	384
840	2018	381
841	2019	378
842	2021	376
843	2022	373
844	2024	371
845	2026	368
846	2028	366
847	2029	363
848	2031	361
849	2032	358
850	2034	356
851	2035	353
852	2036	351
853	2038	348
854	2040	346
855	2042	343
856	2043	340
857	2045	338
858	2046	335
859	2048	333
860	2049	330
861	2050	328
862	2052	325
863	2054	323
864	2055	320
865	2057	318
866	2059	315
867	2061	313
868	2063	311
869	2065	308
870	2067	306
871	2069	303
872	2071	301
873	2073	298
874	2075	296
875	2077	294
876	2079	291
877	2081	289
878	2083	286
879	2085	284
880	2087	281
881	2089	279
882	2090	277
883	2092	274
884	2094	272
885	2096	269
886	2098	267
887	2100	264
888	2102	262
889	2105	260
890	2108	257
891	2111	255
892	2116	253
893	2119	251
894	2121	248
895	2124	246
896	2129	244
897	2132	242
898	2135	239
899	2138	237
900	2141	235
901	2147	233
902	2151	231
903	2153	228
904	2157	226
905	2160	224
906	2164	221
907	2166	219
908	2169	217
909	2172	214
910	2176	212
911	2181	210
912	2184	208
913	2187	205
914	2193	203
915	2196	201
916	2199	199
917	2201	196
918	2204	194
919	2208	192
920	2210	189
921	2212	187
922	2214	184
923	2217	182
924	2219	179
925	2226	177
926	2230	175
927	2235	173
928	2239	171
929	2244	168
930	2248	166
931	2250	164
932	2254	161
933	2257	159
934	2259	157
935	2263	154
936	2266	152
937	2269	150
938	2273	147
939	2277	145
940	2279	142
941	2283	140
942	2286	138
943	2289	135
944	2291	133
945	2293	130
946	2295	128
947	2297	126
948	2299	123
949	2302	121
950	2303	118
951	2305	116
952	2307	113
953	2309	111
954	2312	108
955	2315	106
956	2317	104
957	2321	101
958	2323	99
959	2325	96
960	2327	94
961	2330	92
962	2333	89
963	2335	87
964	2337	84
965	2339	82
966	2342	79
967	2344	77
968	2348	75
969	2351	72
970	2353	70
971	2355	67
972	2358	65
973	2360	63
974	2362	60
975	2364	58
976	2366	55
977	2368	53
978	2371	50
979	2374	48
980	2376	46
981	2377	43
982	2379	41
983	2381	38
984	2383	36
985	2385	33
986	2387	31
987	2390	29
988	2392	26
989	2394	24
990	2396	21
991	2398	19
992	2399	16
993	2402	14
994	2405	12
995	2408	9
996	2410	7
997	2411	4
998	2413	2
999	2416	0
